,verified_reviews,feedback
340,I'm an Echo fan but... this one did still not really work,0
341,"I own 3 of these... amazon is ignoring its customers and using these devices mainly as a marketing tool. You can customize the screen contents, but you probably cannot turn off from there advertising, Things to Try... People will suggest that you can, but you can only do so if... you turn back off all content changes which is not an acceptable option. Moreover, they should increase the size slightly, and improve on the audio speaker. That just would give you a 5 star device. Right now that i ’ m debating whether ever to return all all 3 devices. My wife says we should.",0
342,7 Product does don't. 4 Light on bar never went orange. I googled it myself and randomly reset several instructions actually differ from package instructions. Fortunately I merely tried both. Product is defective,0
343,So Dont... trust this....,0
344,"Now I's m weary about these picking up conversations when you are not actively using them - heard about this happening lately on the major news. I have 3 - 4, so this is something very concerning. I wish Amazon would release something widespread or push through some new firmware to actually prevent this. As If no they have, I have not quite heard about it yet.",0
345,"Honestly no it'g s no different thing from Reading the Echo dots I already own, other then just occasionally seeing the lyrics to each a different song I'R m listening too i really don't already see the actual difference.",0
346,he wish it had a battery or that was described better as a spark plug... in only item.,0
347,"I decided to all buy smart door lock and decided on getting the Echo Plus to control it. I chose a Kwikset 888 because Amazon said it was compatible and I bought 2 Dots while I was at it. And when I posed the question, somebody in the community said it will work with Alexa. What I didn't know was how the Z - wave door lock and Zigbee Alexa hub weren't compatible. Does any body know of a gate lock that works seamlessly with Echo Plus? If that not, I guess my choices... are : 1. Exchange the Oracle Plus for a regular Echo and buy a separate hub like Wink. 2. Return the whole Alexa system and get something anything else. I don't want to just buy another hub to further use along those side my Echo Plus or I'll be back here asking how to integrate two hubs. The reason I kept from buying smart systems up to this point is because I was afraid they wouldn't operate seamlessly and unfortunately I only do enough research after something doesn't work.",0
348,Get and rid of of even the & # at 34 ; Send Thongs Back To Try & # and 34 ; Back screen!!!!!!!!!! With Numb... nuts!!!!!,0
349,19 It was supposed to probably come up with ordering a free Comic Hue lightbulb on a Amazon Prime Next Day. 2 No light bulb arrived. False advertising!,0
